epoch,acc,val_acc,loss,val_loss
1,0.7262458205223083,0.9591472744941711,0.9897944927215576,0.1416463553905487
2,0.9100996851921082,0.9544961452484131,0.29297611117362976,0.14519013464450836
3,0.9350166320800781,0.9731782674789429,0.21305225789546967,0.082985520362854
4,0.9452491402626038,0.9734108448028564,0.17804116010665894,0.07816018909215927
5,0.9518604874610901,0.9767441749572754,0.15552163124084473,0.07831206172704697
6,0.9590697884559631,0.9808527231216431,0.1341211199760437,0.05717120319604874
7,0.9618604779243469,0.9853488206863403,0.12248019874095917,0.04763679951429367
8,0.9661794304847717,0.9820930361747742,0.11158022284507751,0.05295756459236145
9,0.9673753976821899,0.9828681945800781,0.10610269010066986,0.055102795362472534
10,0.9691694378852844,0.984961211681366,0.09998688101768494,0.05266745761036873
11,0.9714617729187012,0.9824030995368958,0.09121055155992508,0.054045673459768295
12,0.9742857217788696,0.9851937890052795,0.08572474867105484,0.049168702214956284
13,0.9740199446678162,0.9812403321266174,0.0828697681427002,0.05895557627081871
14,0.9750498533248901,0.9844186305999756,0.07695470750331879,0.055115826427936554
15,0.9769102931022644,0.9872093200683594,0.07159411907196045,0.04408009722828865
16,0.9782059788703918,0.9882946014404297,0.06706766039133072,0.035655248910188675
17,0.9798006415367126,0.9908527135848999,0.06482802331447601,0.03077607788145542
18,0.9794352054595947,0.9910852909088135,0.06488469988107681,0.02864266373217106
19,0.9799667596817017,0.9919379949569702,0.06474336981773376,0.027992790564894676
20,0.9820930361747742,0.9914728403091431,0.057922910898923874,0.026455605402588844
21,0.9818272590637207,0.9914728403091431,0.059397511184215546,0.02932613715529442
22,0.9844186305999756,0.9899224638938904,0.05238565430045128,0.035469744354486465
23,0.9839202761650085,0.9900774955749512,0.053244881331920624,0.030200567096471786
24,0.9835880398750305,0.9919379949569702,0.051878027617931366,0.031215503811836243
25,0.9838870167732239,0.9881395101547241,0.05273827165365219,0.044342830777168274
26,0.986079752445221,0.9910077452659607,0.04378974437713623,0.029239635914564133
27,0.98624587059021,0.9917829632759094,0.04343661293387413,0.025915101170539856
28,0.986411988735199,0.987519383430481,0.04468512162566185,0.03986210376024246
29,0.9854484796524048,0.9870542883872986,0.0444721020758152,0.04155835136771202
30,0.9869102835655212,0.9921705722808838,0.0412999764084816,0.025698816403746605
31,0.9871096611022949,0.9918604493141174,0.04316366836428642,0.027302846312522888
32,0.9879401922225952,0.9936434030532837,0.03876678645610809,0.02117142640054226
33,0.9868770837783813,0.9565891623497009,0.0405779592692852,0.19665750861167908
34,0.9890033006668091,0.9944186210632324,0.036947693675756454,0.018964361399412155
35,0.9886378645896912,0.9788371920585632,0.0353204645216465,0.07350923866033554
36,0.9899335503578186,0.9934108257293701,0.03193126991391182,0.020261194556951523
37,0.9881063103675842,0.9937209486961365,0.038485657423734665,0.023696094751358032
38,0.9899667501449585,0.9944186210632324,0.03452102467417717,0.018809543922543526
39,0.9909634590148926,0.9943410754203796,0.027584899216890335,0.021295594051480293
40,0.9890033006668091,0.9940310120582581,0.03828083723783493,0.019325977191329002
41,0.990730881690979,0.9948062300682068,0.028293052688241005,0.02145794965326786
42,0.9906644225120544,0.9942635893821716,0.028694583103060722,0.024437062442302704
43,0.9893355369567871,0.9930232763290405,0.03414018452167511,0.02763192541897297
44,0.9895016551017761,0.9934883713722229,0.03316054120659828,0.023147502914071083
45,0.9903322458267212,0.9902325868606567,0.0313044972717762,0.037773121148347855
46,0.9911295771598816,0.9932557940483093,0.028258003294467926,0.028030581772327423
47,0.9921262264251709,0.9933333396911621,0.02637091651558876,0.02535584382712841
48,0.9914618134498596,0.9934883713722229,0.02737969346344471,0.02572936750948429
49,0.990730881690979,0.9948062300682068,0.028211792930960655,0.018895575776696205
50,0.9908638000488281,0.9932557940483093,0.031058786436915398,0.02430710382759571
51,0.9922923445701599,0.9944186210632324,0.024728763848543167,0.01920413412153721
52,0.991428554058075,0.9934883713722229,0.02809891104698181,0.027785563841462135
53,0.99225914478302,0.9929457306861877,0.02423776686191559,0.024630920961499214
54,0.9916279315948486,0.9948837161064148,0.02420501597225666,0.021773207932710648
55,0.9922258853912354,0.9940310120582581,0.02347514219582081,0.025568414479494095
56,0.9921594858169556,0.9946511387825012,0.0235548485070467,0.02171175926923752
57,0.9921262264251709,0.9935659170150757,0.0252496600151062,0.024108778685331345
58,0.9923588037490845,0.9934883713722229,0.024392426013946533,0.0287813451141119
59,0.9930896759033203,0.9945736527442932,0.022823628038167953,0.022907938808202744
60,0.9930232763290405,0.9948062300682068,0.021291295066475868,0.02271006442606449
61,0.9912624359130859,0.9943410754203796,0.02791915461421013,0.023861374706029892
62,0.9931561350822449,0.9941860437393188,0.020751452073454857,0.022155750542879105
63,0.993289053440094,0.9952713251113892,0.020710060372948647,0.019497040659189224
64,0.992425262928009,0.9939534664154053,0.025431295856833458,0.02201145887374878
65,0.9921594858169556,0.9942635893821716,0.027660666033625603,0.023240158334374428
66,0.993122935295105,0.9951162934303284,0.023979581892490387,0.021343452855944633
67,0.9930564761161804,0.9944186210632324,0.02235465683043003,0.0217442587018013
68,0.9936544895172119,0.9951937794685364,0.01947309821844101,0.020818622782826424
69,0.9947508573532104,0.9957364201545715,0.018080681562423706,0.01618984527885914
70,0.993455171585083,0.9936434030532837,0.021918194368481636,0.0239030160009861
71,0.9935215711593628,0.9946511387825012,0.019568094983696938,0.020937001332640648
72,0.9931561350822449,0.9941084980964661,0.022224627435207367,0.022290868684649467
73,0.9930564761161804,0.9946511387825012,0.022984106093645096,0.020416870713233948
74,0.9939202666282654,0.9955039024353027,0.018889036029577255,0.018096938729286194
75,0.9948505163192749,0.9924806356430054,0.016999391838908195,0.02901645563542843
76,0.9936544895172119,0.9919379949569702,0.021158257499337196,0.03260490298271179
77,0.9930564761161804,0.9949612617492676,0.022329585626721382,0.01783938705921173
78,0.9943521618843079,0.9957364201545715,0.01805349811911583,0.020075390115380287
79,0.9945847392082214,0.9957364201545715,0.01800585351884365,0.01504483725875616
80,0.9946843981742859,0.9955039024353027,0.017429564148187637,0.01987670734524727
81,0.9945847392082214,0.9935659170150757,0.015876831486821175,0.028981022536754608
82,0.994152843952179,0.992093026638031,0.019965551793575287,0.03399864211678505
83,0.9938206076622009,0.9958139657974243,0.019852932542562485,0.019662117585539818
84,0.9940863847732544,0.99542635679245,0.020023120567202568,0.01982409693300724
85,0.9942857027053833,0.9960464835166931,0.01943674497306347,0.017441721633076668
86,0.9953488111495972,0.9962015748023987,0.01664903573691845,0.014464778825640678
87,0.9947508573532104,0.9957364201545715,0.016666065901517868,0.016761962324380875
88,0.9946511387825012,0.9960464835166931,0.01846570335328579,0.015321573242545128
89,0.9951827526092529,0.9958139657974243,0.01648157648742199,0.017971495166420937
90,0.9953820705413818,0.9968992471694946,0.014526287093758583,0.011081716045737267
91,0.9950498342514038,0.9959689974784851,0.01558584626764059,0.015825113281607628
92,0.9948837161064148,0.9958139657974243,0.0171352606266737,0.01742917113006115
93,0.9940531849861145,0.9960464835166931,0.018316898494958878,0.017853008583188057
94,0.9950166344642639,0.99542635679245,0.014545904472470284,0.022055448964238167
95,0.9955813884735107,0.9957364201545715,0.01426538173109293,0.018052875995635986
96,0.9950830340385437,0.9951937794685364,0.01592070236802101,0.019793879240751266
97,0.9957475066184998,0.9953488111495972,0.014058832079172134,0.018679047003388405
98,0.9952491521835327,0.9965891242027283,0.015219303779304028,0.016133053228259087
99,0.9943853616714478,0.9956589341163635,0.017959894612431526,0.019362647086381912
100,0.9955149292945862,0.9950387477874756,0.013813355937600136,0.019057126715779305
101,0.9957807064056396,0.9958139657974243,0.013334197923541069,0.018894430249929428
102,0.9951162934303284,0.9962015748023987,0.016460852697491646,0.017787134274840355
103,0.9949169158935547,0.99542635679245,0.01629285328090191,0.01838947832584381
104,0.9961462020874023,0.9957364201545715,0.013088208623230457,0.01769731193780899
105,0.9959468245506287,0.9958139657974243,0.01392093114554882,0.016456235200166702
106,0.9946511387825012,0.9959689974784851,0.017375368624925613,0.016182586550712585
107,0.9956478476524353,0.9955813884735107,0.013301401399075985,0.017488423734903336
108,0.9957807064056396,0.9948837161064148,0.015194348990917206,0.01916184090077877
109,0.9950166344642639,0.9951162934303284,0.015483876690268517,0.01888846792280674
110,0.9966777563095093,0.9950387477874756,0.011090909130871296,0.018925363197922707
111,0.9961129426956177,0.9963566064834595,0.01170366071164608,0.014278771355748177
112,0.9948172569274902,0.9962015748023987,0.016668759286403656,0.014175651594996452
113,0.9957475066184998,0.9959689974784851,0.01231082808226347,0.01663949340581894
114,0.9954485297203064,0.9958914518356323,0.015476548112928867,0.016460774466395378
115,0.9951827526092529,0.9946511387825012,0.013846182264387608,0.024477653205394745
116,0.9956810474395752,0.9965891242027283,0.013653519563376904,0.01528435293585062
117,0.9959136247634888,0.9958139657974243,0.011974806897342205,0.01778353564441204
118,0.9962790608406067,0.9958139657974243,0.011846570298075676,0.020221330225467682
119,0.9960464835166931,0.9958914518356323,0.01239404920488596,0.015578615479171276
120,0.9963787198066711,0.9961240291595459,0.01117092277854681,0.016635021194815636
121,0.9950498342514038,0.9955039024353027,0.015492334961891174,0.016359128057956696
122,0.9956145882606506,0.9948837161064148,0.014661726541817188,0.02090420573949814
123,0.9956145882606506,0.9953488111495972,0.013879871927201748,0.0181108545511961
124,0.9962126016616821,0.9958139657974243,0.011366132646799088,0.020140351727604866
125,0.9954485297203064,0.9952713251113892,0.014642423950135708,0.019616272300481796
126,0.9959468245506287,0.9957364201545715,0.013745545409619808,0.017779845744371414
127,0.9966777563095093,0.9950387477874756,0.011475115083158016,0.020893879234790802
128,0.9967774152755737,0.9950387477874756,0.010143558494746685,0.02143978700041771
129,0.9965780973434448,0.9959689974784851,0.011546294204890728,0.01692325994372368
130,0.9963455200195312,0.9956589341163635,0.011418407782912254,0.01753653958439827
131,0.9965780973434448,0.9949612617492676,0.011180584318935871,0.019151989370584488
132,0.9957475066184998,0.9965116381645203,0.013637397438287735,0.013416655361652374
133,0.9960797429084778,0.9941860437393188,0.012721641920506954,0.019132008776068687
134,0.9966777563095093,0.9948837161064148,0.011284089647233486,0.02003287710249424
135,0.9967442154884338,0.9948062300682068,0.011231517419219017,0.020472807809710503
136,0.9960132837295532,0.9958914518356323,0.01351682748645544,0.018245521932840347
137,0.9961462020874023,0.9958139657974243,0.011790134012699127,0.01767362654209137
138,0.9957807064056396,0.9958139657974243,0.01176370121538639,0.015046187676489353
139,0.9962126016616821,0.9959689974784851,0.012629070319235325,0.016144176945090294
140,0.9966777563095093,0.9963566064834595,0.011109425686299801,0.013137186877429485
141,0.9966112971305847,0.9970542788505554,0.010151505470275879,0.011166932061314583
142,0.9967774152755737,0.9961240291595459,0.010727801360189915,0.015660850331187248
143,0.9965780973434448,0.9959689974784851,0.013860173523426056,0.014423825778067112
144,0.9965448379516602,0.996666669845581,0.010402708314359188,0.014322652481496334
145,0.9965116381645203,0.9958139657974243,0.010265644639730453,0.015723519027233124
146,0.9963455200195312,0.9961240291595459,0.011922677978873253,0.0158307533711195
147,0.9963787198066711,0.9963566064834595,0.011432885192334652,0.015106705948710442
148,0.9969435334205627,0.9956589341163635,0.009114525280892849,0.019011398777365685
149,0.9965780973434448,0.9953488111495972,0.01072359923273325,0.0202682726085186
150,0.9956478476524353,0.9955813884735107,0.013438490219414234,0.019160205498337746
